
======================================================================
num_words = 1 | batch_size = 20
Baseline | pred='s' | pos_acc=1/1 (100.0%) | 344tok | 1.60s
L2M-DV   | pred='ynrynymmynnynyl' | pos_acc=13/15 (86.7%) | 859tok | 2.72s
Baseline | pred='lyyonnnnnnyyyt' | pos_acc=7/15 (46.7%) | 394tok | 1.33s | len_mismatch(gold=15, pred=14)
CoT      | pred='lyyonnnnnssytty' | pos_acc=7/15 (46.7%) | 419tok | 1.06s
L2M      | pred='lymnnnnynyymsmey' | pos_acc=11/15 (73.3%) | 611tok | 1.82s | len_mismatch(gold=15, pred=16)
L2M-DV   | pred='lymnnnnyyyyymmy' | pos_acc=12/15 (80.0%) | 806tok | 3.96s
Baseline | pred='nnynrgylyyynmty' | pos_acc=6/15 (40.0%) | 387tok | 1.15s
CoT      | pred='nnynrgylyyynynm' | pos_acc=6/15 (40.0%) | 412tok | 1.42s
L2M      | pred='nnyynnynonyyyyyy' | pos_acc=11/15 (73.3%) | 601tok | 3.74s | len_mismatch(gold=15, pred=16)
L2M-DV   | pred='nnyynnnyyyyyyyy' | pos_acc=10/15 (66.7%) | 857tok | 2.91s
Baseline | pred='nnnysslnnntnntss' | pos_acc=8/15 (53.3%) | 392tok | 0.83s | len_mismatch(gold=15, pred=16)
CoT      | pred='nnnyyssnnooyttss' | pos_acc=6/15 (40.0%) | 417tok | 1.56s | len_mismatch(gold=15, pred=16)
L2M      | pred='nsnysylyynnynns' | pos_acc=10/15 (66.7%) | 611tok | 2.93s
L2M-DV   | pred='nsnyyslyennyys' | pos_acc=12/15 (80.0%) | 877tok | 4.22s | len_mismatch(gold=15, pred=14)
Baseline | pred='nggnsmnleatlllt' | pos_acc=4/15 (26.7%) | 385tok | 0.96s
CoT      | pred='nggnsmnleatllal' | pos_acc=5/15 (33.3%) | 410tok | 1.32s
L2M      | pred='ngsgnmlyetnlanl' | pos_acc=4/15 (26.7%) | 634tok | 2.04s
L2M-DV   | pred='nygsmnyeeynnyll' | pos_acc=13/15 (86.7%) | 870tok | 5.63s
Baseline | pred='edmmynnntnlynnn' | pos_acc=7/15 (46.7%) | 395tok | 1.15s
CoT      | pred='edmmynngnlnytty' | pos_acc=5/15 (33.3%) | 419tok | 1.43s
L2M      | pred='emmnynynynlyyn' | pos_acc=7/15 (46.7%) | 618tok | 2.67s | len_mismatch(gold=15, pred=14)
L2M-DV   | pred='emcnyynynnlnny' | pos_acc=10/15 (66.7%) | 894tok | 4.96s | len_mismatch(gold=15, pred=14)
Baseline | pred='sreeynrceyynyyn' | pos_acc=4/15 (26.7%) | 392tok | 1.12s
CoT      | pred='sygyntnctynymty' | pos_acc=6/15 (40.0%) | 416tok | 1.62s
L2M      | pred='seslynyretmnycty' | pos_acc=5/15 (33.3%) | 653tok | 2.56s | len_mismatch(gold=15, pred=16)
L2M-DV   | pred='seyynyreemnyycy' | pos_acc=15/15 (100.0%) | 924tok | 5.30s
Baseline | pred='elnlnglyltygyx' | pos_acc=3/15 (20.0%) | 395tok | 1.15s | len_mismatch(gold=15, pred=14)
CoT      | pred='elnlntlytygynx' | pos_acc=3/15 (20.0%) | 420tok | 0.81s | len_mismatch(gold=15, pred=14)
L2M      | pred='elnylyyyyyenyyx' | pos_acc=10/15 (66.7%) | 677tok | 3.26s
L2M-DV   | pred='eelnyllyyyenyx' | pos_acc=12/15 (80.0%) | 892tok | 5.02s | len_mismatch(gold=15, pred=14)
Baseline | pred='nysytltynngyynn' | pos_acc=10/15 (66.7%) | 387tok | 1.59s
CoT      | pred='nymytlynygnyony' | pos_acc=6/15 (40.0%) | 410tok | 1.09s
L2M      | pred='nyeyeyyynnyynn' | pos_acc=13/15 (86.7%) | 600tok | 2.68s | len_mismatch(gold=15, pred=14)
L2M-DV   | pred='nyeeyeyyynyyynn' | pos_acc=11/15 (73.3%) | 864tok | 4.36s
Baseline | pred='yntlllylnlntnnn' | pos_acc=7/15 (46.7%) | 395tok | 1.36s
CoT      | pred='yntlllylnlntnnn' | pos_acc=7/15 (46.7%) | 420tok | 0.97s
L2M      | pred='yntlllylnyymnnoz' | pos_acc=9/15 (60.0%) | 659tok | 3.06s | len_mismatch(gold=15, pred=16)
L2M-DV   | pred='ynylnylllyymnnn' | pos_acc=14/15 (93.3%) | 870tok | 3.30s
Baseline | pred='yynyyntnnnssyyr' | pos_acc=8/15 (53.3%) | 394tok | 1.12s
CoT      | pred='yynsyntnnnssyyr' | pos_acc=7/15 (46.7%) | 419tok | 1.32s
L2M      | pred='yynytnoennssyyr' | pos_acc=7/15 (46.7%) | 650tok | 2.28s
L2M-DV   | pred='yyyynnnnensmyy' | pos_acc=11/15 (73.3%) | 884tok | 5.50s | len_mismatch(gold=15, pred=14)
Baseline | pred='yelelnlnyyltyee' | pos_acc=6/15 (40.0%) | 395tok | 1.95s
CoT      | pred='yelalnlnyyltye' | pos_acc=5/15 (33.3%) | 421tok | 1.06s | len_mismatch(gold=15, pred=14)
L2M      | pred='yenlnlenyyyyln' | pos_acc=14/15 (93.3%) | 672tok | 2.86s | len_mismatch(gold=15, pred=14)
L2M-DV   | pred='yenlnleenyyyln' | pos_acc=12/15 (80.0%) | 887tok | 3.75s | len_mismatch(gold=15, pred=14)
Baseline | pred='nlnnnlnylnlnnno' | pos_acc=6/15 (40.0%) | 389tok | 1.28s
CoT      | pred='nnnnnnnnnnnnnnn' | pos_acc=7/15 (46.7%) | 413tok | 1.06s
L2M      | pred='nnnlnleymllnnyn' | pos_acc=11/15 (73.3%) | 664tok | 5.03s
L2M-DV   | pred='nlnlnemllllnnn' | pos_acc=5/15 (33.3%) | 860tok | 3.15s | len_mismatch(gold=15, pred=14)
Baseline | pred='yntyyynnnlnnonn' | pos_acc=10/15 (66.7%) | 381tok | 0.96s
CoT      | pred='yntyyynnnlnnntn' | pos_acc=11/15 (73.3%) | 407tok | 0.81s
L2M      | pred='yneyyyynnnlenyn' | pos_acc=13/15 (86.7%) | 596tok | 3.03s
L2M-DV   | pred='yneyyynnlleenn' | pos_acc=11/15 (73.3%) | 856tok | 4.70s | len_mismatch(gold=15, pred=14)
Baseline | pred='elenlnyeylntnssn' | pos_acc=9/15 (60.0%) | 387tok | 0.91s | len_mismatch(gold=15, pred=16)
CoT      | pred='elenntnlnnntnss' | pos_acc=6/15 (40.0%) | 411tok | 0.88s
L2M      | pred='elenlyyeyelyenss' | pos_acc=9/15 (60.0%) | 606tok | 2.56s | len_mismatch(gold=15, pred=16)
L2M-DV   | pred='elenlyyyelyenss' | pos_acc=10/15 (66.7%) | 758tok | 2.60s
Baseline | pred='cnenntlnnntnnnn' | pos_acc=8/15 (53.3%) | 387tok | 1.08s
CoT      | pred='cnennglnnntnnnn' | pos_acc=8/15 (53.3%) | 412tok | 1.49s
L2M      | pred='cnenngllmnnnntn' | pos_acc=8/15 (53.3%) | 639tok | 2.15s
L2M-DV   | pred='cnenlyyymnnynn' | pos_acc=8/15 (53.3%) | 918tok | 5.61s | len_mismatch(gold=15, pred=14)

### Batch Summary (n_words=15)
| Strategy | Accuracy | Tokens | Avg Time |
|----------|----------|--------|----------|
| Baseline |  43.67% | 7,895 | 1.261s |
| CoT      |  41.00% | 8,292 | 1.233s |
| L2M      |  57.00% | 12,703 | 2.884s |
| L2M-DV   |  72.67% | 17,357 | 4.062s |

### Average position-wise accuracy
| Strategy | Macro / Micro | Exact Match |
|----------|---------------|-------------|
| Baseline | 56.21% / 50.25% | EM: 11.33% |
| CoT      | 56.45% / 50.21% | EM: 11.33% |
| L2M      | 82.55% / 75.29% | EM: 50.00% |
| L2M-DV   | 91.19% / 87.46% | EM: 63.67% |

### Token Usage & Time
| Strategy | Token Usage (Total) | Average Time (sec) |
|----------|---------------------|-------------------|
| Baseline | 110,111 tokens | 1.064s |
| CoT      | 117,398 tokens | 1.068s |
| L2M      | 169,496 tokens | 2.181s |
| L2M-DV   | 239,966 tokens | 3.443s |

### Position-wise Accuracy by Number of Words (%)
| n_words | Baseline | CoT | L2M | L2M-DV |
| ------- | ------ | ------ | ------ | ------ |
|       1 | 100.00 | 100.00 | 100.00 | 100.00 |
|       2 |  67.50 |  70.00 | 100.00 |  95.00 |
|       3 |  60.00 |  60.00 | 100.00 | 100.00 |
|       4 |  60.00 |  57.50 |  95.00 |  97.50 |
|       5 |  54.00 |  60.00 |  89.00 |  95.00 |
|       6 |  60.83 |  58.33 |  88.33 |  96.67 |
|       7 |  57.14 |  55.00 |  88.57 |  97.14 |
|       8 |  54.37 |  60.00 |  95.00 |  92.50 |
|       9 |  51.11 |  52.22 |  73.89 |  91.67 |
|      10 |  52.50 |  51.00 |  77.00 |  92.50 |
|      11 |  49.09 |  49.55 |  75.45 |  87.27 |
|      12 |  47.50 |  44.58 |  70.42 |  89.58 |
|      13 |  40.00 |  41.92 |  65.38 |  80.00 |
|      14 |  45.36 |  45.71 |  63.21 |  80.36 |
|      15 |  43.67 |  41.00 |  57.00 |  72.67 |

### 종합 분석
| 항목 | Baseline | CoT | L2M | L2M-DV |
| ------- | ------- | ------- | ------- | ------- |
| Micro   |   50.25 |   50.21 |   75.29 |   87.46 |
| Macro   |   56.21 |   56.45 |   82.55 |   91.19 |
| EM      |   11.33 |   11.33 |   50.00 |   63.67 |
| Tokens  | 110,111 | 117,398 | 169,496 | 239,966 |
| Time(s) |   1.064 |   1.068 |   2.181 |   3.443 |

그래프가 저장되었습니다: experiments/20251216_164827/accuracy_comparison.png
