
======================================================================
num_words = 1 | batch_size = 20
Baseline | pred='y' | pos_acc=1/1 (100.0%) | 343tok | 1.23s
CoT      | pred='nnnysslnnntnlyss' | pos_acc=8/15 (53.3%) | 417tok | 1.10s | len_mismatch(gold=15, pred=16)
L2M      | pred='nsnysylyeenyyns' | pos_acc=11/15 (73.3%) | 826tok | 3.76s
L2M-DV   | pred='nsnyyslyennynns' | pos_acc=13/15 (86.7%) | 929tok | 5.27s
Baseline | pred='nggnsmnleonltnl' | pos_acc=5/15 (33.3%) | 386tok | 1.02s
CoT      | pred='nggnsmnletynlnl' | pos_acc=6/15 (40.0%) | 411tok | 1.21s
L2M      | pred='ngsmnyeyenlnlyl' | pos_acc=6/15 (40.0%) | 819tok | 3.73s
L2M-DV   | pred='ngsmnyeenynnyll' | pos_acc=6/15 (40.0%) | 916tok | 4.56s
Baseline | pred='edmmynngnnttyn' | pos_acc=5/15 (33.3%) | 394tok | 1.01s | len_mismatch(gold=15, pred=14)
CoT      | pred='edmmynngnlnytty' | pos_acc=5/15 (33.3%) | 419tok | 0.96s
L2M      | pred='emmnynyyynnnnyn' | pos_acc=12/15 (80.0%) | 829tok | 3.99s
L2M-DV   | pred='emmnynyyynlnynn' | pos_acc=9/15 (60.0%) | 935tok | 5.42s
Baseline | pred='sygyntynemyncty' | pos_acc=6/15 (40.0%) | 391tok | 1.08s
CoT      | pred='sygyntynemynyy' | pos_acc=6/15 (40.0%) | 415tok | 1.03s | len_mismatch(gold=15, pred=14)
L2M      | pred='syyynreemnnyycy' | pos_acc=10/15 (66.7%) | 826tok | 3.89s
L2M-DV   | pred='seyynyreemnyycy' | pos_acc=15/15 (100.0%) | 932tok | 5.00s
Baseline | pred='elnllyltynntgxy' | pos_acc=2/15 (13.3%) | 396tok | 0.90s
CoT      | pred='elnlntlytygyxgk' | pos_acc=3/15 (20.0%) | 421tok | 1.07s
L2M      | pred='eelnylyyyyenyx' | pos_acc=13/15 (86.7%) | 828tok | 4.63s | len_mismatch(gold=15, pred=14)
L2M-DV   | pred='eelnylyyyyyenyyx' | pos_acc=11/15 (73.3%) | 935tok | 3.55s | len_mismatch(gold=15, pred=16)
Baseline | pred='nymytlntnynynnn' | pos_acc=7/15 (46.7%) | 386tok | 1.12s
CoT      | pred='nymytlntnynynnn' | pos_acc=7/15 (46.7%) | 411tok | 1.68s
L2M      | pred='nyeyeyyyynnyynn' | pos_acc=13/15 (86.7%) | 819tok | 5.21s
L2M-DV   | pred='nyeyeyyynnyyynn' | pos_acc=15/15 (100.0%) | 920tok | 5.20s
Baseline | pred='nylgllnltlntnnn' | pos_acc=5/15 (33.3%) | 395tok | 1.55s
CoT      | pred='lnnlllylnllyonn' | pos_acc=5/15 (33.3%) | 419tok | 1.19s
L2M      | pred='ynylnylllyymnnn' | pos_acc=14/15 (93.3%) | 829tok | 4.72s
L2M-DV   | pred='ynylnylllyymnnn' | pos_acc=14/15 (93.3%) | 934tok | 7.04s
Baseline | pred='yymyyndnveesyny' | pos_acc=6/15 (40.0%) | 394tok | 1.11s
CoT      | pred='yynnynnnnnnnnnn' | pos_acc=7/15 (46.7%) | 418tok | 1.12s
L2M      | pred='yytynnnennnsnny' | pos_acc=9/15 (60.0%) | 828tok | 5.11s
L2M-DV   | pred='yyyynnnnensnymy' | pos_acc=12/15 (80.0%) | 933tok | 4.98s
Baseline | pred='yelelnnlltylnee' | pos_acc=4/15 (26.7%) | 395tok | 0.87s
CoT      | pred='yelalnnltylneee' | pos_acc=4/15 (26.7%) | 421tok | 1.39s
L2M      | pred='yenllnenyyyylee' | pos_acc=12/15 (80.0%) | 828tok | 4.35s
L2M-DV   | pred='yenlnlenyyyyln' | pos_acc=14/15 (93.3%) | 938tok | 5.51s | len_mismatch(gold=15, pred=14)
Baseline | pred='nlnnnlnylnlnnln' | pos_acc=7/15 (46.7%) | 389tok | 1.45s
CoT      | pred='nnnnnlnnlnnnnnn' | pos_acc=6/15 (40.0%) | 414tok | 1.37s
L2M      | pred='nnnnlnelymlllln' | pos_acc=8/15 (53.3%) | 823tok | 3.59s
L2M-DV   | pred='nnlnlneymlllny' | pos_acc=13/15 (86.7%) | 921tok | 3.98s | len_mismatch(gold=15, pred=14)
Baseline | pred='yntyyynnnlnnnon' | pos_acc=11/15 (73.3%) | 381tok | 1.16s
CoT      | pred='yntyyynnnlnnnyy' | pos_acc=11/15 (73.3%) | 407tok | 1.22s
L2M      | pred='yneyynnnnllnyn' | pos_acc=10/15 (66.7%) | 816tok | 4.70s | len_mismatch(gold=15, pred=14)
L2M-DV   | pred='yneyyylnlleynyn' | pos_acc=11/15 (73.3%) | 912tok | 6.09s
Baseline | pred='elenntnlnnntnss' | pos_acc=6/15 (40.0%) | 386tok | 1.22s
CoT      | pred='elalnnltlntnssn' | pos_acc=5/15 (33.3%) | 411tok | 1.15s
L2M      | pred='elenlyyeelyeens' | pos_acc=9/15 (60.0%) | 818tok | 4.51s
L2M-DV   | pred='elenlyyellyensn' | pos_acc=13/15 (86.7%) | 922tok | 4.04s
Baseline | pred='cnennnnlynnnnnn' | pos_acc=10/15 (66.7%) | 387tok | 0.92s
CoT      | pred='cnennglnnlnnnnn' | pos_acc=9/15 (60.0%) | 412tok | 0.89s
L2M      | pred='cnennlyyyymnnyn' | pos_acc=11/15 (73.3%) | 822tok | 4.42s
L2M-DV   | pred='cnennlyyymnnynn' | pos_acc=15/15 (100.0%) | 925tok | 5.58s

### Batch Summary (n_words=15)
| Strategy | Accuracy | Tokens | Avg Time |
|----------|----------|--------|----------|
| Baseline |  41.33% | 7,795 | 1.109s |
| CoT      |  43.33% | 8,292 | 1.170s |
| L2M      |  70.33% | 16,472 | 4.385s |
| L2M-DV   |  77.33% | 18,953 | 5.416s |

### Average position-wise accuracy
| Strategy | Macro / Micro | Exact Match |
|----------|---------------|-------------|
| Baseline | 56.08% / 49.75% | EM: 11.33% |
| CoT      | 56.09% / 50.21% | EM: 10.00% |
| L2M      | 89.85% / 85.33% | EM: 61.67% |
| L2M-DV   | 92.13% / 88.83% | EM: 65.67% |

### Token Usage & Time
| Strategy | Token Usage (Total) | Average Time (sec) |
|----------|---------------------|-------------------|
| Baseline | 110,072 tokens | 1.099s |
| CoT      | 117,397 tokens | 1.165s |
| L2M      | 200,356 tokens | 3.027s |
| L2M-DV   | 231,985 tokens | 3.468s |

### Position-wise Accuracy by Number of Words (%)
| n_words | Baseline | CoT | L2M | L2M-DV |
| ------- | ------ | ------ | ------ | ------ |
|       1 | 100.00 | 100.00 | 100.00 | 100.00 |
|       2 |  67.50 |  65.00 | 100.00 | 100.00 |
|       3 |  60.00 |  61.67 | 100.00 | 100.00 |
|       4 |  58.75 |  58.75 |  96.25 |  96.25 |
|       5 |  61.00 |  59.00 |  96.00 |  99.00 |
|       6 |  58.33 |  55.00 |  95.83 |  98.33 |
|       7 |  57.86 |  55.00 |  94.29 |  92.14 |
|       8 |  54.37 |  56.25 |  93.75 |  91.88 |
|       9 |  50.00 |  51.67 |  89.44 |  92.78 |
|      10 |  54.50 |  55.00 |  83.50 |  88.00 |
|      11 |  49.55 |  49.55 |  83.64 |  83.64 |
|      12 |  44.17 |  45.83 |  85.00 |  86.25 |
|      13 |  38.85 |  40.00 |  81.54 |  89.23 |
|      14 |  45.00 |  45.36 |  78.21 |  87.14 |
|      15 |  41.33 |  43.33 |  70.33 |  77.33 |

### 종합 분석
| 항목 | Baseline | CoT | L2M | L2M-DV |
| ------- | ------- | ------- | ------- | ------- |
| Micro   |   49.75 |   50.21 |   85.33 |   88.83 |
| Macro   |   56.08 |   56.09 |   89.85 |   92.13 |
| EM      |   11.33 |   10.00 |   61.67 |   65.67 |
| Tokens  | 110,072 | 117,397 | 200,356 | 231,985 |
| Time(s) |   1.099 |   1.165 |   3.027 |   3.468 |

그래프가 저장되었습니다: experiments/20251216_152533/accuracy_comparison.png
