
======================================================================
num_words = 1 | batch_size = 20
Baseline | pred='y' | pos_acc=1/1 (100.0%) | 343tok | 1.34s
CoT      | pred='yntlynnnlyyynnl' | pos_acc=5/15 (33.3%) | 413tok | 0.94s
L2M      | pred='ynoayngmnnyyyl' | pos_acc=5/15 (33.3%) | 645tok | 3.45s | len_mismatch(gold=15, pred=14)
L2M-DV   | pred='ynrynymmynnyyll' | pos_acc=13/15 (86.7%) | 858tok | 4.51s
Baseline | pred='lyyonnnnnssyyt' | pos_acc=6/15 (40.0%) | 394tok | 1.74s | len_mismatch(gold=15, pred=14)
CoT      | pred='lyyonnnnnssyyt' | pos_acc=6/15 (40.0%) | 419tok | 1.55s | len_mismatch(gold=15, pred=14)
L2M      | pred='lyyntnnynyyssyy' | pos_acc=11/15 (73.3%) | 642tok | 3.66s
L2M-DV   | pred='lymnnnnyyyyseey' | pos_acc=13/15 (86.7%) | 891tok | 6.88s
Baseline | pred='nnynrgylyyynyny' | pos_acc=7/15 (46.7%) | 387tok | 1.02s
CoT      | pred='nnynyrgylyyynry' | pos_acc=8/15 (53.3%) | 411tok | 1.01s
L2M      | pred='nnyynnoynyyyyyy' | pos_acc=11/15 (73.3%) | 607tok | 4.01s
L2M-DV   | pred='nnyynnynnyyynny' | pos_acc=13/15 (86.7%) | 909tok | 5.33s
Baseline | pred='nssyyllnntnlnss' | pos_acc=7/15 (46.7%) | 392tok | 1.28s
CoT      | pred='nnnysslnnntnss' | pos_acc=7/15 (46.7%) | 416tok | 1.82s | len_mismatch(gold=15, pred=14)
L2M      | pred='nsnyyslyyonyyys' | pos_acc=11/15 (73.3%) | 612tok | 4.41s
L2M-DV   | pred='nsnyyslyennyys' | pos_acc=12/15 (80.0%) | 873tok | 5.44s | len_mismatch(gold=15, pred=14)
Baseline | pred='llynsnleeynnll' | pos_acc=7/15 (46.7%) | 382tok | 1.53s | len_mismatch(gold=15, pred=14)
CoT      | pred='ngsgnlyetdntnll' | pos_acc=5/15 (33.3%) | 411tok | 1.03s
L2M      | pred='ngsgnmynetnlnlyl' | pos_acc=4/15 (26.7%) | 635tok | 2.46s | len_mismatch(gold=15, pred=16)
L2M-DV   | pred='nygssmyeynnlyl' | pos_acc=7/15 (46.7%) | 761tok | 3.55s | len_mismatch(gold=15, pred=14)
Baseline | pred='edmmynngnnltyn' | pos_acc=5/15 (33.3%) | 394tok | 1.18s | len_mismatch(gold=15, pred=14)
CoT      | pred='edmmynoyntnlynn' | pos_acc=7/15 (46.7%) | 419tok | 1.05s
L2M      | pred='emnyynyyynlyyn' | pos_acc=6/15 (40.0%) | 614tok | 2.46s | len_mismatch(gold=15, pred=14)
L2M-DV   | pred='emmnynynnnlyyn' | pos_acc=6/15 (40.0%) | 890tok | 6.11s | len_mismatch(gold=15, pred=14)
Baseline | pred='sygyonryemynity' | pos_acc=6/15 (40.0%) | 390tok | 1.62s
CoT      | pred='sygyntynrntnyny' | pos_acc=5/15 (33.3%) | 417tok | 1.14s
L2M      | pred='seyyynyyeemnycy' | pos_acc=8/15 (53.3%) | 611tok | 3.15s
L2M-DV   | pred='seyynyreemnyycy' | pos_acc=15/15 (100.0%) | 928tok | 5.96s
Baseline | pred='elnlntyltygynxg' | pos_acc=3/15 (20.0%) | 396tok | 1.35s
CoT      | pred='elnlntyltygyxgx' | pos_acc=4/15 (26.7%) | 421tok | 1.02s
L2M      | pred='eelnyllyyyenyyx' | pos_acc=14/15 (93.3%) | 612tok | 3.61s
L2M-DV   | pred='eelnylyyyenyyx' | pos_acc=10/15 (66.7%) | 891tok | 4.72s | len_mismatch(gold=15, pred=14)
Baseline | pred='nysyyelnygynynn' | pos_acc=7/15 (46.7%) | 386tok | 1.11s
CoT      | pred='nymytlntnnnynnn' | pos_acc=8/15 (53.3%) | 411tok | 1.84s
L2M      | pred='nyeeyeyyyynyyyn' | pos_acc=8/15 (53.3%) | 600tok | 2.90s
L2M-DV   | pred='nyeyeyyyynyyynn' | pos_acc=14/15 (93.3%) | 860tok | 5.43s
Baseline | pred='yntlllylnlntnnn' | pos_acc=7/15 (46.7%) | 395tok | 1.09s
CoT      | pred='yntlllylnlntnnn' | pos_acc=7/15 (46.7%) | 420tok | 1.50s
L2M      | pred='yntlllynltymnnn' | pos_acc=9/15 (60.0%) | 647tok | 2.49s
L2M-DV   | pred='ynylnynllyylnnn' | pos_acc=14/15 (93.3%) | 867tok | 3.69s
Baseline | pred='yynyyntnnnssyyr' | pos_acc=8/15 (53.3%) | 394tok | 1.17s
CoT      | pred='yynntnnnveesnry' | pos_acc=6/15 (40.0%) | 419tok | 0.94s
L2M      | pred='yynytnoendnssy' | pos_acc=5/15 (33.3%) | 650tok | 3.11s | len_mismatch(gold=15, pred=14)
L2M-DV   | pred='yytynnnnensnymyy' | pos_acc=13/15 (86.7%) | 933tok | 6.10s | len_mismatch(gold=15, pred=16)
Baseline | pred='yelelnnlyyltlce' | pos_acc=6/15 (40.0%) | 396tok | 1.40s
CoT      | pred='yelelnnlltylnee' | pos_acc=4/15 (26.7%) | 420tok | 1.40s
L2M      | pred='yenlnneeynnyyee' | pos_acc=9/15 (60.0%) | 614tok | 3.50s
L2M-DV   | pred='yenlnleenyyyln' | pos_acc=12/15 (80.0%) | 884tok | 5.19s | len_mismatch(gold=15, pred=14)
Baseline | pred='nlnnnlnnmnlnnln' | pos_acc=7/15 (46.7%) | 389tok | 1.35s
CoT      | pred='nnnnnlnnlnnnnnn' | pos_acc=6/15 (40.0%) | 414tok | 1.28s
L2M      | pred='nnoenlnyymlln' | pos_acc=5/15 (33.3%) | 648tok | 3.81s | len_mismatch(gold=15, pred=13)
L2M-DV   | pred='nnlnleymmllnny' | pos_acc=11/15 (73.3%) | 885tok | 5.13s | len_mismatch(gold=15, pred=14)
Baseline | pred='yntyyynnnlnnonn' | pos_acc=10/15 (66.7%) | 381tok | 1.18s
CoT      | pred='yntyyynnnlnnny' | pos_acc=11/15 (73.3%) | 406tok | 2.90s | len_mismatch(gold=15, pred=14)
L2M      | pred='ynoiyynnnllnenn' | pos_acc=10/15 (66.7%) | 626tok | 3.50s
L2M-DV   | pred='yneyyynnnllleny' | pos_acc=11/15 (73.3%) | 862tok | 6.37s
Baseline | pred='elenntnlnnntnss' | pos_acc=6/15 (40.0%) | 386tok | 1.21s
CoT      | pred='elenlnylnlntsss' | pos_acc=7/15 (46.7%) | 410tok | 1.51s
L2M      | pred='elaleayeeeynsn' | pos_acc=4/15 (26.7%) | 639tok | 2.40s | len_mismatch(gold=15, pred=14)
L2M-DV   | pred='elenlyyeelyenss' | pos_acc=11/15 (73.3%) | 868tok | 10.89s
Baseline | pred='cnennnnlynnnnnn' | pos_acc=10/15 (66.7%) | 387tok | 1.19s
CoT      | pred='cnenntnlynnnnn' | pos_acc=9/15 (60.0%) | 412tok | 1.27s | len_mismatch(gold=15, pred=14)
L2M      | pred='cnenntlymsnynn' | pos_acc=8/15 (53.3%) | 628tok | 2.46s | len_mismatch(gold=15, pred=14)
L2M-DV   | pred='cnennlyyymnnynn' | pos_acc=15/15 (100.0%) | 877tok | 10.25s

### Batch Summary (n_words=15)
| Strategy | Accuracy | Tokens | Avg Time |
|----------|----------|--------|----------|
| Baseline |  45.67% | 7,792 | 1.298s |
| CoT      |  43.00% | 8,292 | 1.400s |
| L2M      |  52.67% | 12,504 | 3.177s |
| L2M-DV   |  79.33% | 17,560 | 5.821s |

### Average position-wise accuracy
| Strategy | Macro / Micro | Exact Match |
|----------|---------------|-------------|
| Baseline | 56.29% / 50.42% | EM: 11.67% |
| CoT      | 55.70% / 49.83% | EM: 10.33% |
| L2M      | 82.16% / 74.71% | EM: 47.67% |
| L2M-DV   | 90.67% / 86.96% | EM: 63.67% |

### Token Usage & Time
| Strategy | Token Usage (Total) | Average Time (sec) |
|----------|---------------------|-------------------|
| Baseline | 109,974 tokens | 1.059s |
| CoT      | 117,400 tokens | 1.057s |
| L2M      | 168,758 tokens | 2.165s |
| L2M-DV   | 240,626 tokens | 3.497s |

### Position-wise Accuracy by Number of Words (%)
| n_words | Baseline | CoT | L2M | L2M-DV |
| ------- | ------ | ------ | ------ | ------ |
|       1 | 100.00 | 100.00 | 100.00 | 100.00 |
|       2 |  67.50 |  67.50 | 100.00 |  95.00 |
|       3 |  60.00 |  60.00 |  98.33 | 100.00 |
|       4 |  61.25 |  60.00 |  95.00 |  98.75 |
|       5 |  59.00 |  57.00 |  91.00 |  98.00 |
|       6 |  56.67 |  54.17 |  89.17 |  95.00 |
|       7 |  53.57 |  55.71 |  84.29 |  96.43 |
|       8 |  55.00 |  54.37 |  87.50 |  90.00 |
|       9 |  49.44 |  48.89 |  85.00 |  91.67 |
|      10 |  54.50 |  49.50 |  76.50 |  86.50 |
|      11 |  49.55 |  50.91 |  74.09 |  83.64 |
|      12 |  45.42 |  44.58 |  68.33 |  82.92 |
|      13 |  39.23 |  43.46 |  71.54 |  79.62 |
|      14 |  47.50 |  46.43 |  58.93 |  83.21 |
|      15 |  45.67 |  43.00 |  52.67 |  79.33 |

### 종합 분석
| 항목 | Baseline | CoT | L2M | L2M-DV |
| ------- | ------- | ------- | ------- | ------- |
| Micro   |   50.42 |   49.83 |   74.71 |   86.96 |
| Macro   |   56.29 |   55.70 |   82.16 |   90.67 |
| EM      |   11.67 |   10.33 |   47.67 |   63.67 |
| Tokens  | 109,974 | 117,400 | 168,758 | 240,626 |
| Time(s) |   1.059 |   1.057 |   2.165 |   3.497 |

그래프가 저장되었습니다: experiments/20251216_165514/accuracy_comparison.png
