
======================================================================
num_words = 1 | batch_size = 20
Baseline | pred='s' | pos_acc=1/1 (100.0%) | 344tok | 1.30s
L2M      | pred='nnyynnynynyyynny' | pos_acc=11/15 (73.3%) | 820tok | 3.20s | len_mismatch(gold=15, pred=16)
L2M-DV   | pred='nnyynnyynnyynny' | pos_acc=15/15 (100.0%) | 1,133tok | 4.72s
Baseline | pred='nnnysslnnntnss' | pos_acc=7/15 (46.7%) | 391tok | 0.91s | len_mismatch(gold=15, pred=14)
CoT      | pred='nssyyllnntnlyss' | pos_acc=8/15 (53.3%) | 417tok | 0.99s
L2M      | pred='nsnysylyennyyns' | pos_acc=12/15 (80.0%) | 826tok | 3.17s
L2M-DV   | pred='nsnyyslyennynns' | pos_acc=13/15 (86.7%) | 929tok | 8.21s
Baseline | pred='ngggsmnnlntnlll' | pos_acc=5/15 (33.3%) | 385tok | 1.12s
CoT      | pred='nggnsmnleatllal' | pos_acc=5/15 (33.3%) | 410tok | 1.02s
L2M      | pred='ngsmnyeennnyll' | pos_acc=4/15 (26.7%) | 818tok | 3.54s | len_mismatch(gold=15, pred=14)
L2M-DV   | pred='ngsmnyeenynnyll' | pos_acc=6/15 (40.0%) | 916tok | 4.82s
Baseline | pred='edmmynnntnlynnn' | pos_acc=7/15 (46.7%) | 395tok | 1.28s
CoT      | pred='edmmynngnltityn' | pos_acc=6/15 (40.0%) | 419tok | 1.24s
L2M      | pred='emmnynyyynnlyyn' | pos_acc=12/15 (80.0%) | 829tok | 3.79s
L2M-DV   | pred='emmnynyyynlnynn' | pos_acc=9/15 (60.0%) | 935tok | 4.29s
Baseline | pred='sreeynrnetnynyy' | pos_acc=6/15 (40.0%) | 391tok | 2.62s
CoT      | pred='sygylyeymnncsty' | pos_acc=5/15 (33.3%) | 416tok | 1.03s
L2M      | pred='seyyynreemnyycy' | pos_acc=13/15 (86.7%) | 825tok | 3.50s
L2M-DV   | pred='seyynyrreemnycy' | pos_acc=11/15 (73.3%) | 931tok | 3.90s
Baseline | pred='elnlnglytygynx' | pos_acc=3/15 (20.0%) | 395tok | 1.85s | len_mismatch(gold=15, pred=14)
CoT      | pred='elnlntyltygyxgx' | pos_acc=4/15 (26.7%) | 421tok | 1.06s
L2M      | pred='eelnlyyyyyenyyx' | pos_acc=13/15 (86.7%) | 829tok | 4.20s
L2M-DV   | pred='eelnylyyyyyenyyx' | pos_acc=11/15 (73.3%) | 935tok | 4.71s | len_mismatch(gold=15, pred=16)
Baseline | pred='nymytlntnynynnn' | pos_acc=7/15 (46.7%) | 386tok | 1.05s
CoT      | pred='nysytlntnnnynnn' | pos_acc=8/15 (53.3%) | 411tok | 1.15s
L2M      | pred='nyeyeyyynnyyynn' | pos_acc=15/15 (100.0%) | 820tok | 4.21s
L2M-DV   | pred='nyeyeyyynnyyyyn' | pos_acc=14/15 (93.3%) | 1,129tok | 8.67s
Baseline | pred='nylglnlntnntnnn' | pos_acc=3/15 (20.0%) | 395tok | 2.60s
CoT      | pred='lnnlllylnllynnn' | pos_acc=6/15 (40.0%) | 420tok | 1.87s
L2M      | pred='ynylnynllyyymnn' | pos_acc=13/15 (86.7%) | 829tok | 3.69s
L2M-DV   | pred='ynylnylllyymnnn' | pos_acc=14/15 (93.3%) | 934tok | 3.68s
Baseline | pred='yynyyntnnnssyyr' | pos_acc=8/15 (53.3%) | 394tok | 1.14s
CoT      | pred='yynynnnnntnngy' | pos_acc=9/15 (60.0%) | 419tok | 1.24s | len_mismatch(gold=15, pred=14)
L2M      | pred='yytynnnenssnyy' | pos_acc=10/15 (66.7%) | 827tok | 3.62s | len_mismatch(gold=15, pred=14)
L2M-DV   | pred='yyyynnnnesnmyy' | pos_acc=9/15 (60.0%) | 933tok | 3.58s | len_mismatch(gold=15, pred=14)
Baseline | pred='yelelnnlyltyene' | pos_acc=6/15 (40.0%) | 395tok | 1.02s
CoT      | pred='yelalnntnlylnee' | pos_acc=4/15 (26.7%) | 421tok | 0.94s
L2M      | pred='yenllneyyyylee' | pos_acc=8/15 (53.3%) | 828tok | 3.62s | len_mismatch(gold=15, pred=14)
L2M-DV   | pred='yenlnlenyyyyln' | pos_acc=14/15 (93.3%) | 938tok | 4.13s | len_mismatch(gold=15, pred=14)
Baseline | pred='nlnnlnetnlnnntn' | pos_acc=9/15 (60.0%) | 390tok | 1.12s
CoT      | pred='nlnnnlnylnlnnnt' | pos_acc=6/15 (40.0%) | 414tok | 1.13s
L2M      | pred='nnlnlnelymlllln' | pos_acc=9/15 (60.0%) | 822tok | 5.92s
L2M-DV   | pred='nnlnlnelymllnyn' | pos_acc=11/15 (73.3%) | 1,117tok | 5.84s
Baseline | pred='ynoeyynnaonlonn' | pos_acc=7/15 (46.7%) | 381tok | 1.84s
CoT      | pred='yntyyynnnlnnnyy' | pos_acc=11/15 (73.3%) | 407tok | 0.82s
L2M      | pred='yneyynnnllllyn' | pos_acc=9/15 (60.0%) | 814tok | 3.01s | len_mismatch(gold=15, pred=14)
L2M-DV   | pred='yneyyyynnnlleyn' | pos_acc=11/15 (73.3%) | 912tok | 3.75s
Baseline | pred='elenntnlnnntnss' | pos_acc=6/15 (40.0%) | 386tok | 1.17s
CoT      | pred='elalnnlnlntnsss' | pos_acc=4/15 (26.7%) | 410tok | 1.08s
L2M      | pred='elenlyyeelyeesn' | pos_acc=11/15 (73.3%) | 819tok | 4.20s
L2M-DV   | pred='elenllyellyensn' | pos_acc=12/15 (80.0%) | 922tok | 4.11s
Baseline | pred='cnennnnlynnnnn' | pos_acc=9/15 (60.0%) | 387tok | 1.02s | len_mismatch(gold=15, pred=14)
CoT      | pred='cnenntnlynnnnnn' | pos_acc=10/15 (66.7%) | 412tok | 0.93s
L2M      | pred='cnennlyyymlnnyn' | pos_acc=12/15 (80.0%) | 822tok | 3.08s
L2M-DV   | pred='cnennlyyymnnynn' | pos_acc=15/15 (100.0%) | 925tok | 4.26s

### Batch Summary (n_words=15)
| Strategy | Accuracy | Tokens | Avg Time |
|----------|----------|--------|----------|
| Baseline |  41.00% | 7,794 | 1.325s |
| CoT      |  44.00% | 8,293 | 1.156s |
| L2M      |  71.67% | 16,467 | 3.706s |
| L2M-DV   |  78.33% | 19,537 | 5.052s |

## Summary
| Strategy | Macro | Micro | EM | Total Tokens | Avg Time |
|----------|-------|-------|-----|--------------|----------|
| Baseline | 56.00% | 49.96% | 11.33% | 110,070 | 1.140s |
| CoT      | 56.04% | 49.92% | 10.67% | 117,385 | 1.109s |
| L2M      | 90.73% | 86.50% | 63.67% | 200,349 | 2.956s |
| L2M-DV   | 92.48% | 89.00% | 68.00% | 230,741 | 3.371s |

## Position-wise Accuracy by Number of Words (%)
| n_words | Baseline | CoT | L2M | L2M-DV |
|---------|---------|---------|---------|---------|
|       1 |  100.00 |  100.00 |  100.00 |  100.00 |
|       2 |   70.00 |   67.50 |  100.00 |  100.00 |
|       3 |   55.00 |   60.00 |  100.00 |  100.00 |
|       4 |   61.25 |   58.75 |   96.25 |   98.75 |
|       5 |   58.00 |   56.00 |   97.00 |   98.00 |
|       6 |   54.17 |   56.67 |   96.67 |   96.67 |
|       7 |   55.71 |   59.29 |   92.86 |   95.00 |
|       8 |   56.88 |   58.13 |   95.62 |   92.50 |
|       9 |   51.11 |   53.89 |   90.00 |   92.78 |
|      10 |   57.50 |   51.50 |   84.50 |   93.50 |
|      11 |   50.91 |   48.64 |   89.09 |   86.36 |
|      12 |   40.42 |   42.92 |   86.67 |   86.25 |
|      13 |   41.92 |   35.77 |   83.46 |   86.54 |
|      14 |   46.07 |   47.50 |   77.14 |   82.50 |
|      15 |   41.00 |   44.00 |   71.67 |   78.33 |
|---------|---------|---------|---------|---------|
| Micro   |   49.96 |   49.92 |   86.50 |   89.00 |
| Macro   |   56.00 |   56.04 |   90.73 |   92.48 |
| EM      |   11.33 |   10.67 |   63.67 |   68.00 |
|---------|---------|---------|---------|---------|
| Tokens  | 110,070 | 117,385 | 200,349 | 230,741 |
| Time(s) |   1.140 |   1.109 |   2.956 |   3.371 |

그래프가 저장되었습니다: experiments/20251216_151302/accuracy_comparison.png
